# Directed graph (each unordered pair of nodes is saved once): CA-AstroPh.txt 	
# Collaboration network of Arxiv Astro Physics category (there is an edge if authors coauthored at least one paper)	
# Nodes: 18772 Edges: 396160	
# FromNodeId	ToNodeId
26624	28273
26624	47881
26624	59716
26624	68758
26624	74685
26624	75665
26624	92281
26624	93585
26624	96326
26624	97683
26624	98853
26624	109894
26624	113717
26624	119757
26624	120586
26624	123558
118675	4932
118675	8053
118675	11020
118675	12924
118675	35111
118675	38185
118675	44467
118675	48243
118675	57276
118675	58633
118675	65657
118675	73714
118675	75731
118675	79176
118675	87885
118675	105955
118675	106833
118675	113867
118675	125136
106833	8546
106833	9522
106833	18079
106833	20129
106833	23579
106833	23626
106833	26849
106833	31638
106833	35111
106833	50316
106833	55462
106833	55675
106833	59052
106833	63225
106833	67060
106833	67618
106833	70981
106833	75731
106833	76641
106833	79176
106833	86126
106833	87760
106833	87885
106833	101610
106833	107618
106833	109192
106833	109894
106833	114995
106833	118675
106833	120732
106833	121399
106833	122852
106833	128685
87885	291
87885	3998
87885	4959
87885	6619
87885	7520
87885	12328
87885	15406
87885	16693
87885	18079
87885	23579
87885	25625
87885	26474
87885	31638
87885	33380
87885	34218
87885	34862
87885	34928
87885	35111
87885	38868
87885	39339
87885	41140
87885	47237
87885	51306
87885	55155
87885	57276
87885	57559
87885	57974
87885	61750
87885	66826
87885	71861
87885	75546
87885	75731
87885	79176
87885	83393
87885	84299
87885	85862
87885	86460
87885	90269
87885	91858
87885	95291
87885	95680
87885	97431
87885	97788
87885	99613
87885	100099
87885	101271
87885	101610
87885	102475
87885	102874
87885	104466
87885	106392
87885	106833
87885	107618
87885	110210
87885	110670
87885	111496
87885	112903
87885	113867
87885	114677
87885	118675
87885	120732
87885	122852
87885	125136
87885	128657
87885	128732
87885	129683
87885	130919
35111	7520
35111	18079
35111	24527
35111	25625
35111	25831
35111	28623
35111	30018
35111	31638
35111	37519
35111	43765
35111	44674
35111	56205
35111	57276
35111	68941
35111	75731
35111	79176
35111	86202
35111	86460
35111	87885
35111	91247
35111	94743
35111	98712
35111	102874
35111	106833
35111	109192
35111	110210
35111	118675
35111	118945
35111	120732
35111	121399
35111	122852
71583	13353
71583	59946
71583	66875
71583	126260
71583	127688
35690	2478
35690	2736
35690	4679
35690	4786
35690	5746
35690	5979
35690	6387
35690	7208
35690	8978
35690	9049
35690	10426
35690	11513
35690	14149
35690	14859
35690	16035
35690	16884
35690	24128
35690	25329
35690	27242
35690	29606
35690	33351
35690	34945
35690	37907
35690	38413
35690	40208
35690	44790
35690	45732
35690	47674
35690	49486
35690	50163
35690	50808
35690	53219
35690	54681
35690	55554
35690	55602
35690	56184
35690	56302
35690	61574
35690	65337
35690	70366
35690	71040
35690	75607
35690	77480
35690	77999
35690	79811
35690	80988
35690	83171
35690	83560
35690	85668
35690	85740
35690	92810
35690	93624
35690	96525
35690	97471
35690	99798
35690	100181
35690	100237
35690	101520
35690	105651
35690	105901
35690	107933
35690	108958
35690	111161
35690	112453
35690	113591
35690	117816
35690	119031
35690	119664
35690	121653
35690	121655
35690	124529
35690	126451
35690	126916
35690	128381
35690	128985
35690	129458
35690	130997
126916	1155
126916	1324
126916	1334
126916	1663
126916	1776
126916	2094
126916	4239
126916	5453
126916	6443
126916	6548
126916	7083
126916	7205
126916	7264
126916	8273
126916	8305
126916	9048
126916	10914
126916	11799
126916	17837
126916	19066
126916	19674
126916	21530
126916	21560
126916	23453
126916	23457
126916	24128
126916	25850
126916	28577
126916	29489
126916	32202
126916	34110
126916	35690
126916	36781
126916	36833
126916	37479
126916	39264
126916	40208
126916	40242
126916	40495
126916	41554
126916	42092
126916	43051
126916	43601
126916	44434
126916	44785
126916	45637
126916	46415
126916	48507
126916	48703
126916	49258
126916	51121
126916	51697
126916	56221
126916	56933
126916	57156
126916	58278
126916	58926
126916	59069
126916	59843
126916	59861
126916	60211
126916	60576
126916	62842
126916	62855
126916	64374
126916	66522
126916	66553
126916	67299
126916	67755
126916	70099
126916	70339
126916	73589
126916	74570
126916	75607
126916	75947
126916	77373
126916	80186
126916	80187
126916	80429
126916	80561
126916	82020
126916	83351
126916	84122
126916	85009
126916	88155
126916	92092
126916	92357
126916	92790
126916	95179
126916	95765
126916	95934
126916	97249
126916	97320
126916	99086
126916	99104
126916	99131
126916	99239
126916	99539
126916	99825
126916	100621
126916	100930
126916	101167
126916	101641
126916	102282
126916	103290
126916	104749
126916	105049
126916	106945
126916	107877
126916	110402
126916	114352
126916	115209
126916	115480
126916	115607
126916	115796
126916	115900
126916	119515
126916	122753
126916	122787
126916	125954
126916	126258
126916	128641
126916	130519
126916	130853
126916	131221
75607	2962
75607	3043
75607	4786
75607	5979
75607	6387
75607	7083
75607	7208
75607	8978
75607	9068
75607	10426
75607	11664
75607	13440
75607	13596
75607	16035
75607	17318
75607	20634
75607	21505
75607	22171
75607	23453
75607	23596
75607	24128
75607	24135
75607	27292
75607	28730
75607	28887
75607	29606
75607	33351
75607	34945
75607	35690
75607	37378
75607	37479
75607	37867
75607	39037
75607	39092
75607	40208
75607	40321
75607	42610
75607	44183
75607	45732
75607	47527
75607	47628
75607	47674
75607	49319
75607	50077
75607	50163
75607	50808
75607	51015
75607	51121
75607	51587
75607	53097
75607	53219
75607	55602
75607	57618
75607	58926
75607	63500
75607	63707
75607	63769
75607	67032
75607	73543
75607	74866
75607	77999
75607	80740
75607	82184
75607	82358
75607	83560
75607	85039
75607	86460
75607	87716
75607	88052
75607	88102
75607	89308
75607	95860
75607	96525
75607	100181
75607	100237
75607	102766
75607	103290
75607	104589
75607	105016
75607	105901
75607	106763
75607	108944
75607	110356
75607	110670
75607	111396
75607	112453
75607	113138
75607	113751
75607	114352
75607	115607
75607	116453
75607	118859
75607	119031
75607	119480
75607	119664
75607	121831
75607	123268
75607	124566
75607	125082
75607	126451
75607	126916
75607	128381
75607	129458
82947	242
82947	3293
82947	13353
82947	14910
82947	16427
82947	26065
82947	32319
82947	34051
82947	39769
82947	39856
82947	41797
82947	69028
82947	86579
82947	88115
82947	96326
82947	106223
82947	112256
82947	113964
82947	123267
82947	124013
82947	125557
96326	1216
96326	6021
96326	13353
96326	23559
96326	26624
96326	28273
96326	34862
96326	44333
96326	56913
96326	57276
96326	71296
96326	82947
96326	101625
96326	106331
96326	119757
96326	120586
96326	121513
96326	126762
7969	23469
23469	7969
40339	9261
40339	27124
40339	37907
40339	43008
40339	43734
40339	48448
40339	59214
40339	61744
40339	64650
40339	86816
40339	101811
64650	40339
64650	101811
101811	5638
101811	6058
101811	15181
101811	16287
101811	17689
101811	18642
101811	27943
101811	29891
101811	39343
101811	40339
101811	48189
101811	64650
101811	71466
101811	74444
101811	75003
101811	77754
101811	82587
101811	82643
101811	82926
101811	89538
101811	93798
101811	107194
101811	108392
101811	110341
